,Vector1,,,Vector2,,,Vector3,,,Vector4,,,Vector5,,,Vector6,,,Vector7,,
600,8.50E-05,-8.46E-07,8.18E-06,-7.17E-06,-1.01E-06,-2.33E-06,-5.54E-05,-9.22E-07,-1.80E-06,-1.00E-06,7.25E-06,-2.83E-06,-5.87E-05,-8.53E-06,-5.07E-06,-5.83E-06,-8.50E-06,-5.12E-06,-8.54E-05,-7.69E-06,-5.54E-06
605,-9.901846003,-0.009354217,0.050285895,0.098054394,-0.031121786,-0.040355669,2.2428803,-0.025259593,-0.044271158,-0.03110575,-0.097958884,-0.040453063,-0.200690086,-0.095853138,-0.001658913,0.105894606,-0.095831697,-0.001980866,-0.048698592,-0.093147697,-0.022592717
610,-9.743526364,-0.168960093,0.015478863,0.256133561,-0.130825205,-0.11474421,-0.417227128,-0.138968593,-0.10469261,-0.130826811,-0.256224295,-0.114499222,-0.591725874,0.273133834,-0.022569244,0.280128411,0.27346248,-0.014863684,0.074611659,0.270314452,0.043666002
615,-9.085990269,0.20713273,-0.281062552,0.650871262,0.121450976,-0.319775358,-0.188667904,0.108327286,-0.324718427,0.121480932,-0.650737341,-0.320072628,-1.253048215,0.72057538,0.100133111,0.724115965,0.726314778,-0.035835279,0.090587842,0.706061191,0.173968043
620,-4.588429467,0.370654505,0.184530439,0.53443378,0.321717484,-0.259397329,1.612521555,0.312633512,-0.2709249,0.321761175,-0.534519315,-0.259228123,-1.185664189,0.333148694,0.119681086,0.59160071,0.34925932,-0.056508087,0.349893935,0.346160591,0.073121923
625,-0.507229198,0.210381714,-0.341460107,0.238645085,-0.33580984,-0.23934776,-0.588075305,-0.290329967,-0.295840349,-0.335806678,-0.238690478,-0.239184229,0.157380486,0.414289046,0.292425242,0.319630587,0.496016518,-0.104732245,-0.152966429,0.494924573,0.108163854
630,-0.05400324,0.038973453,-0.173242152,0.054436829,-0.176772733,-0.041454416,-0.29456606,-0.160622335,-0.08404191,-0.176775411,-0.054457802,-0.041433183,-0.064161716,0.034475973,0.033404627,0.068137735,0.047316862,-0.006394196,0.055339146,0.045313451,0.01510498
635,0.003393626,-0.016753968,-0.337075864,0.019152408,-0.338412266,0.016129705,-0.484428659,-0.327612405,-0.084194029,-0.338412042,-0.019142891,0.01610921,0.011640992,-0.073925942,-0.044501384,0.007608954,-0.082557651,0.024533911,0.002297756,-0.085304594,-0.012233928
640,2.85E-04,-0.010443345,-0.110708983,0.00153279,-0.11114392,0.010405816,-0.156872841,-0.108725939,-0.024531782,-0.111144459,-0.001551984,0.010365378,0.01287912,-0.029950142,-0.018501174,-0.004246092,-0.033763943,0.009745692,-0.003371678,-0.034738478,-0.005341847
645,-2.70E-04,-8.34E-05,5.79E-04,-1.30E-04,3.97E-04,9.65E-05,-1.38E-04,4.25E-04,-7.52E-05,3.93E-04,1.38E-04,3.20E-05,6.75E-04,4.40E-04,5.70E-04,-9.08E-05,7.12E-04,-6.54E-05,5.08E-04,6.76E-04,2.62E-04
650,-8.54E-05,-3.45E-05,1.84E-04,-6.92E-05,1.24E-04,3.89E-05,-2.62E-05,1.30E-04,-1.87E-05,1.23E-04,7.20E-05,1.63E-05,1.13E-04,1.47E-04,1.71E-04,-5.36E-05,2.24E-04,-3.36E-05,1.67E-04,2.19E-04,6.86E-05
655,-5.12E-05,-1.69E-05,5.61E-05,-5.01E-05,3.60E-05,1.83E-05,1.14E-05,3.58E-05,-1.53E-06,3.55E-05,5.09E-05,9.57E-06,-7.00E-05,5.49E-05,4.31E-05,-4.12E-05,6.85E-05,-2.45E-05,5.47E-05,7.38E-05,6.16E-06
660,-4.45E-05,-1.14E-05,1.37E-05,-4.45E-05,6.87E-06,1.17E-05,2.28E-05,4.68E-06,4.02E-06,6.70E-06,4.45E-05,7.75E-06,-1.28E-04,2.48E-05,1.61E-06,-3.77E-05,1.80E-05,-2.12E-05,1.84E-05,2.65E-05,-1.38E-05
665,-4.92E-05,-1.63E-05,-7.06E-06,-4.71E-05,-8.33E-06,1.53E-05,1.99E-05,-1.16E-05,8.55E-06,-8.25E-06,4.64E-05,1.39E-05,-1.40E-04,7.41E-06,-1.45E-05,-4.31E-05,-4.74E-06,-1.56E-05,1.68E-05,3.42E-06,-1.88E-05
670,-5.01E-05,-1.71E-05,-1.26E-05,-4.77E-05,-1.23E-05,1.58E-05,2.15E-05,-1.58E-05,9.88E-06,-1.21E-05,4.68E-05,1.51E-05,-1.41E-04,3.46E-06,-1.86E-05,-4.44E-05,-1.03E-05,-1.44E-05,1.29E-05,-2.14E-06,-2.02E-05
675,-4.95E-05,-1.67E-05,-1.38E-05,-4.73E-05,-1.30E-05,1.55E-05,2.35E-05,-1.67E-05,1.01E-05,-1.28E-05,4.64E-05,1.49E-05,-1.39E-04,3.37E-06,-1.91E-05,-4.41E-05,-1.07E-05,-1.44E-05,8.65E-06,-2.55E-06,-2.04E-05
680,-4.92E-05,-1.59E-05,-1.30E-05,-4.72E-05,-1.22E-05,1.48E-05,2.64E-05,-1.59E-05,1.00E-05,-1.21E-05,4.64E-05,1.41E-05,-1.36E-04,5.00E-06,-1.82E-05,-4.38E-05,-9.09E-06,-1.50E-05,4.31E-06,-8.45E-07,-2.02E-05
685,-4.87E-05,-1.50E-05,-1.20E-05,-4.68E-05,-1.13E-05,1.40E-05,2.87E-05,-1.50E-05,9.77E-06,-1.12E-05,4.61E-05,1.33E-05,-1.33E-04,6.70E-06,-1.71E-05,-4.32E-05,-7.25E-06,-1.56E-05,3.03E-07,1.05E-06,-2.00E-05
690,-4.80E-05,-1.43E-05,-1.11E-05,-4.64E-05,-1.06E-05,1.34E-05,3.05E-05,-1.41E-05,9.51E-06,-1.05E-05,4.58E-05,1.26E-05,-1.30E-04,8.10E-06,-1.61E-05,-4.27E-05,-5.70E-06,-1.61E-05,-3.14E-06,2.63E-06,-1.97E-05
695,-4.75E-05,-1.37E-05,-1.03E-05,-4.61E-05,-9.90E-06,1.29E-05,3.14E-05,-1.34E-05,9.35E-06,-9.82E-06,4.55E-05,1.21E-05,-1.28E-04,8.69E-06,-1.55E-05,-4.25E-05,-5.06E-06,-1.63E-05,-5.48E-06,3.27E-06,-1.97E-05
700,-4.69E-05,-1.31E-05,-9.65E-06,-4.58E-05,-9.32E-06,1.25E-05,3.22E-05,-1.28E-05,9.16E-06,-9.25E-06,4.52E-05,1.17E-05,-1.26E-04,9.26E-06,-1.48E-05,-4.22E-05,-4.40E-06,-1.64E-05,-7.70E-06,3.91E-06,-1.97E-05
705,0.054707997,-0.185121509,0.254698313,-0.610782644,0.24909256,0.192383113,3.398009103,0.21400748,0.22942248,0.249098223,0.610891754,0.192407475,9.385961507,0.550337615,0.011406679,-0.615288175,0.515627687,-0.178642875,0.015886363,0.543953103,0.043445335
710,-0.911174182,0.079148513,0.622449871,-0.723712355,0.625587058,-0.037352539,-0.198535647,0.61854998,-0.124513201,0.625612871,0.723674064,-0.037496042,9.40741702,-0.416935235,-0.17451125,-0.595267291,0.047898681,-0.413454828,-0.329286793,0.17951694,-0.377196327
715,-0.168190757,-0.072564226,0.398774675,-0.5542247,0.394114217,0.095510179,0.756481729,0.404877232,-0.006064451,0.394187908,0.554712937,0.09557548,-6.045086169,-0.576923506,-0.01378256,-0.542093542,0.59902821,-0.161178345,0.04062199,0.618357858,0.006389366
720,-0.611412477,-0.077677224,-0.089199975,-0.337363695,-0.091410062,0.075647759,-0.741456822,-0.08004448,0.085232297,-0.091395564,0.337372782,0.075592353,-2.073168966,-0.471840691,-0.056634618,-0.334537546,0.481994755,-0.090026086,-0.674454917,0.489084513,0.021636863
725,-0.023059993,0.017369976,-0.039855097,0.026039823,-0.040021377,-0.01717618,-0.644785084,-0.042253336,-0.010939144,-0.040034404,-0.025865719,-0.017570569,-0.100017526,-0.024038274,-0.010225002,0.030940034,0.030787033,-0.002164053,-0.037727805,0.030015227,0.005721946
730,0.015244358,0.003929678,-0.021067935,0.022690561,-0.021183725,-0.003805882,-0.018699279,-0.021579225,-0.001275746,-0.021185861,-0.022611634,-0.003967204,-0.021079611,-0.010680028,-0.014165995,0.021342716,0.016920279,0.008018571,-0.031937101,0.014120471,0.012061286
735,0.011782867,0.001564092,-0.013287554,0.012853207,-0.013327003,-0.001517187,-0.010760501,-0.013441685,4.90E-05,-0.01332695,-0.012825533,-0.001570063,-0.002154419,-0.010175353,-0.010452181,0.011725244,0.013992613,0.005289372,-0.018858647,0.011964145,0.008901805
740,0.002452402,2.81E-04,-0.002820004,0.002601759,-0.002834396,-2.64E-04,-0.001916621,-0.002856023,5.30E-05,-0.002834565,-0.002589152,-2.82E-04,-0.002222657,-0.001501838,-0.001934731,0.002339821,0.002314177,0.001087581,-0.003681833,0.00191356,0.001669967
745,4.55E-04,8.14E-05,-5.52E-04,4.82E-04,-5.49E-04,-7.68E-05,-2.48E-04,-5.52E-04,-2.90E-05,-5.50E-04,-4.82E-04,-7.45E-05,-0.00105062,-9.72E-05,-2.88E-04,4.46E-04,2.58E-04,1.94E-04,-6.93E-04,1.92E-04,2.51E-04
750,1.51E-04,5.12E-05,-1.52E-04,1.59E-04,-1.47E-04,-5.02E-05,-4.42E-05,-1.48E-04,-4.35E-05,-1.47E-04,-1.62E-04,-4.46E-05,-3.08E-04,-4.37E-05,-1.09E-04,1.61E-04,9.76E-05,5.76E-05,-3.09E-04,7.64E-05,8.19E-05
755,6.28E-05,4.83E-05,-1.77E-05,6.76E-05,-1.26E-05,-4.82E-05,1.36E-04,-1.45E-05,-5.52E-05,-1.27E-05,-7.21E-05,-4.05E-05,4.53E-05,-1.78E-04,-1.23E-04,8.16E-05,2.15E-04,2.17E-05,-3.50E-04,1.96E-04,8.81E-05
760,3.46E-05,4.73E-05,2.54E-05,3.84E-05,3.04E-05,-4.73E-05,1.88E-04,2.81E-05,-5.81E-05,3.03E-05,-4.31E-05,-3.92E-05,1.99E-04,-2.18E-04,-1.23E-04,5.60E-05,2.47E-04,9.35E-06,-3.58E-04,2.30E-04,8.76E-05
765,2.50E-05,4.64E-05,3.87E-05,2.84E-05,4.35E-05,-4.65E-05,2.00E-04,4.11E-05,-5.82E-05,4.35E-05,-3.31E-05,-3.84E-05,2.35E-04,-2.27E-04,-1.21E-04,4.71E-05,2.52E-04,4.92E-06,-3.54E-04,2.36E-04,8.55E-05
770,2.11E-05,4.55E-05,4.14E-05,2.44E-05,4.60E-05,-4.56E-05,2.00E-04,4.37E-05,-5.73E-05,4.61E-05,-2.90E-05,-3.77E-05,2.31E-04,-2.25E-04,-1.16E-04,4.31E-05,2.48E-04,3.13E-06,-3.47E-04,2.33E-04,8.27E-05
775,1.99E-05,4.46E-05,4.23E-05,2.31E-05,4.69E-05,-4.47E-05,1.96E-04,4.45E-05,-5.63E-05,4.69E-05,-2.75E-05,-3.70E-05,2.17E-04,-2.21E-04,-1.12E-04,4.16E-05,2.44E-04,2.39E-06,-3.40E-04,2.29E-04,8.06E-05
780,1.92E-05,4.37E-05,4.19E-05,2.23E-05,4.63E-05,-4.38E-05,1.92E-04,4.39E-05,-5.52E-05,4.63E-05,-2.66E-05,-3.64E-05,2.00E-04,-2.17E-04,-1.08E-04,4.06E-05,2.39E-04,1.94E-06,-3.32E-04,2.24E-04,7.84E-05
785,1.87E-05,4.29E-05,4.10E-05,2.18E-05,4.52E-05,-4.30E-05,1.87E-04,4.29E-05,-5.40E-05,4.53E-05,-2.60E-05,-3.58E-05,1.84E-04,-2.12E-04,-1.04E-04,3.97E-05,2.33E-04,1.58E-06,-3.25E-04,2.19E-04,7.63E-05
790,1.84E-05,4.21E-05,3.99E-05,2.13E-05,4.41E-05,-4.22E-05,1.82E-04,4.17E-05,-5.30E-05,4.41E-05,-2.54E-05,-3.52E-05,1.69E-04,-2.08E-04,-1.01E-04,3.90E-05,2.28E-04,1.27E-06,-3.18E-04,2.14E-04,7.43E-05
795,1.81E-05,4.14E-05,3.89E-05,2.10E-05,4.28E-05,-4.15E-05,1.77E-04,4.05E-05,-5.19E-05,4.29E-05,-2.49E-05,-3.47E-05,1.55E-04,-2.03E-04,-9.72E-05,3.83E-05,2.23E-04,9.78E-07,-3.12E-04,2.09E-04,7.23E-05
800,1.79E-05,4.07E-05,3.78E-05,2.06E-05,4.16E-05,-4.08E-05,1.72E-04,3.93E-05,-5.09E-05,4.17E-05,-2.45E-05,-3.41E-05,1.42E-04,-1.99E-04,-9.40E-05,3.77E-05,2.18E-04,7.03E-07,-3.05E-04,2.05E-04,7.04E-05
805,0.003957196,2.41E-06,0.002910932,0.003957792,0.002931283,2.71E-06,0.004100647,0.002960676,-4.58E-04,0.002923644,-0.004065725,1.30E-04,-9.996537676,8.44E-04,-0.003475354,0.003384714,0.002012512,0.002701821,2.169610571,0.001410117,0.00339405
810,0.267407723,0.006220912,-0.14933681,-0.320443308,-0.148916927,-0.009663173,0.287157628,-0.148940193,0.015705767,-0.148928057,0.320441229,-0.009613095,-10.26917984,-0.132803277,-0.126944643,-0.268637715,-0.030647043,-0.175042631,1.817362715,-0.045783413,-0.170398033
815,0.040130466,-0.061293431,-0.469398052,0.171932748,-0.469934942,0.056225409,-0.234891686,-0.459975316,0.109868424,-0.46991687,-0.171902158,0.056184173,-1.67627884,-1.301290954,-0.411525259,0.118316737,-1.359197298,0.136143662,1.469699002,-1.308988804,0.388525533
820,0.318871038,-0.169864315,-0.332646028,0.104683187,-0.328712622,0.178810935,-0.013109785,-0.319635921,0.191609017,-0.328708133,-0.104526213,0.178886751,-1.19018652,-0.628137215,-0.619485234,0.011483285,-0.858252126,0.206181387,0.735211259,-0.740197971,0.482823788
825,0.018205667,-0.106063175,-0.351982753,-0.186102308,-0.34975995,0.113897661,0.195317906,-0.341558762,0.13572241,-0.349741527,0.186270134,0.113923474,-1.454472833,0.020055834,0.019986909,-0.219049464,0.03002,0.001820683,0.002646159,0.031024094,-0.006566234
830,0.134890263,0.003877667,-0.077121448,-0.090120322,-0.077241606,-0.004640433,0.092089997,-0.07724585,0.004012465,-0.07723542,0.090197515,-0.004781629,-0.255445027,0.054538843,-0.184957008,-0.075594916,-0.181587273,-0.050489852,0.266018509,-0.182530424,0.043637253
835,0.126215791,1.98E-04,0.063969158,-0.10580619,0.063858224,0.00267797,0.107605832,0.063627986,-0.006029181,0.063860275,0.105828914,0.002631252,-0.119597084,0.052552827,-0.007474175,-0.093482476,-0.00661729,-0.050045285,0.149092697,-0.031054617,-0.038311932
840,0.12797076,0.006721913,0.197399308,-0.102825073,0.197241714,0.009825699,0.107935591,0.195964849,-0.024417728,0.197241286,0.102831387,0.009816711,-0.098432741,0.042414221,0.191652328,-0.094660192,0.191901216,-0.041510948,0.036667321,0.138654693,-0.13870117
845,-0.011144558,0.022464726,0.347635263,-0.126220669,0.347771505,0.019760621,0.120869267,0.344245474,-0.053218471,0.347768257,0.126218337,0.01977249,-0.120187938,0.045152463,0.446565503,-0.119653895,0.446645829,-0.04484009,0.015938507,0.345373628,-0.286643248
850,-0.758799585,-0.046224884,0.010977408,-0.388472608,0.009060212,0.047369214,0.068900339,0.018803201,0.043943445,0.009060922,0.388425639,0.047331146,-0.354535795,0.150826484,-0.18404797,-0.360923845,-0.183997338,-0.150756708,0.248510748,-0.236996662,-0.020085105
855,0.007592361,0.002094279,0.003867732,0.007649125,0.003804577,-0.001736707,0.007259575,0.003326376,-0.002610008,0.00380581,-0.00760819,-0.001851047,0.008461967,-0.002043849,0.004500597,0.007527366,0.004620645,0.002043235,0.007982036,0.004962315,-8.90E-04
860,0.002281842,7.07E-04,0.001243899,0.002543866,0.001224673,-5.90E-04,0.002308372,0.001064327,-8.72E-04,0.001225084,-0.002530325,-6.25E-04,0.002641235,-6.76E-04,0.001493914,0.00250549,0.001530489,6.76E-04,0.002547013,0.001641704,-2.93E-04
865,6.44E-04,2.59E-04,4.31E-04,8.56E-04,4.28E-04,-2.19E-04,7.78E-04,3.70E-04,-3.19E-04,4.28E-04,-8.52E-04,-2.26E-04,8.66E-04,-2.26E-04,5.65E-04,8.48E-04,5.72E-04,2.25E-04,8.61E-04,5.94E-04,-1.28E-04
870,1.23E-04,1.13E-04,1.72E-04,3.01E-04,1.74E-04,-9.79E-05,2.90E-04,1.50E-04,-1.40E-04,1.74E-04,-3.01E-04,-9.56E-05,3.05E-04,-7.75E-05,2.66E-04,3.05E-04,2.63E-04,7.65E-05,3.26E-04,2.54E-04,-7.86E-05
875,-4.55E-05,6.43E-05,8.72E-05,1.20E-04,9.09E-05,-5.79E-05,1.31E-04,7.79E-05,-8.12E-05,9.09E-05,-1.21E-04,-5.28E-05,1.25E-04,-2.83E-05,1.67E-04,1.27E-04,1.60E-04,2.72E-05,1.54E-04,1.42E-04,-6.22E-05
880,-1.02E-04,4.78E-05,5.80E-05,5.96E-05,6.20E-05,-4.43E-05,7.75E-05,5.27E-05,-6.09E-05,6.21E-05,-6.10E-05,-3.85E-05,6.55E-05,-1.15E-05,1.31E-04,6.80E-05,1.24E-04,1.04E-05,9.91E-05,1.03E-04,-5.61E-05
885,-1.21E-04,4.18E-05,4.67E-05,3.90E-05,5.07E-05,-3.93E-05,5.81E-05,4.27E-05,-5.31E-05,5.07E-05,-4.05E-05,-3.35E-05,4.55E-05,-5.26E-06,1.16E-04,4.79E-05,1.09E-04,4.15E-06,8.18E-05,8.73E-05,-5.32E-05
890,-1.29E-04,3.90E-05,4.02E-05,3.06E-05,4.41E-05,-3.69E-05,4.92E-05,3.67E-05,-4.91E-05,4.41E-05,-3.21E-05,-3.13E-05,3.73E-05,-2.34E-06,1.07E-04,3.97E-05,9.99E-05,1.28E-06,7.61E-05,7.84E-05,-5.07E-05
895,-1.33E-04,3.77E-05,3.74E-05,2.77E-05,4.11E-05,-3.58E-05,4.49E-05,3.39E-05,-4.71E-05,4.11E-05,-2.91E-05,-3.05E-05,3.48E-05,-7.88E-07,1.02E-04,3.70E-05,9.55E-05,-2.07E-07,7.50E-05,7.41E-05,-4.98E-05
900,-1.35E-04,3.67E-05,3.49E-05,2.59E-05,3.84E-05,-3.49E-05,4.17E-05,3.13E-05,-4.55E-05,3.84E-05,-2.73E-05,-2.99E-05,3.32E-05,3.98E-07,9.73E-05,3.53E-05,9.14E-05,-1.34E-06,7.50E-05,7.03E-05,-4.87E-05
905,0.096285321,0.008833393,0.132356073,-0.165426626,0.132338919,0.014116744,0.15051174,0.132095426,-0.017538007,0.132351181,0.165312028,0.014381627,-0.191181927,0.068892735,0.123486678,-0.15099114,0.123658658,-0.068390571,-0.709461341,0.05958418,-0.127703704
910,0.211845105,8.69E-04,0.004264489,-0.130283648,0.004479647,-1.76E-05,0.135673388,0.004421996,-0.001445365,0.004472866,0.13015273,9.04E-05,0.327446852,0.06561776,0.028402009,-0.113030801,0.031986923,-0.064007009,0.386976563,-0.012613266,-0.070241748
915,0.12150755,-0.273568739,-0.235265855,-0.462339755,-0.306135284,0.190725272,0.52796427,-0.226845104,0.280078852,-0.306178962,0.46263739,0.19090928,-1.954535791,0.07877776,0.075292812,-0.496575677,0.086660183,-0.066613451,0.971285529,0.018543822,-0.107956758
920,1.473143854,-0.155359533,0.087473865,-0.351721377,0.014322379,0.17656136,0.257845698,0.097224161,0.149791984,0.014249026,0.351578886,0.176630972,0.108431544,0.026699867,-0.087017635,-0.391468502,-0.083205694,-0.037416583,-1.23650276,-0.085618672,0.032803959
925,9.750373356,-0.383318035,-0.137967438,-0.250778835,-0.375110668,-0.167838989,-0.233934946,-0.407108408,0.04783991,-0.375099146,0.250788321,-0.167871594,0.307336546,0.272406758,-0.044442547,-0.121453797,0.015041748,-0.276449238,-1.129970085,-0.126787278,-0.247918867
930,10.04114763,-0.220229714,0.728720811,0.032570852,-0.683666014,-0.318342394,-0.847645832,-0.753060279,0.025825916,-0.683632545,-0.032440118,-0.318461515,-0.459287387,0.214879406,-0.12090262,0.218952103,-0.074847728,-0.234952101,1.117857394,-0.179950948,-0.169277746
935,0.118248476,1.041576671,0.617416821,-0.149372779,-1.168411016,-0.174659885,-1.144964878,-1.165644079,0.174969005,-1.168418311,0.149389458,-0.174647067,-0.627311023,0.198281578,-0.527390843,0.009848299,-0.51542052,-0.228325537,0.531358312,-0.560823228,0.061400658
940,-0.17749513,0.040660122,0.023367095,0.077473638,-0.033694454,-0.021979407,0.011782348,-0.037832862,-0.029471051,-0.033666413,-0.07746706,-0.022108069,-0.023709838,-0.041802658,0.034535371,0.068861495,0.033417382,0.044391988,0.023240208,0.050074338,0.024677482
945,-0.020580667,-0.05471086,0.019037312,0.057843192,0.047446971,-0.044246294,0.152711709,0.035016346,-0.063118268,0.047416296,-0.058186436,-0.044285716,0.057009073,-0.011978512,0.027839345,0.072194695,0.027146837,0.012664142,0.131859397,0.028527677,-0.002539828
950,-0.135518166,0.194511047,0.063112624,-0.109504241,-0.202133376,0.017205917,-0.158853042,-0.19031681,0.0671523,-0.202128085,0.109479645,0.01712414,-0.091920794,0.064063836,-0.163180621,-0.090082163,-0.163259873,-0.063868997,0.103789738,-0.171733804,0.037313138
955,-0.00702418,-0.005060191,-0.002850741,0.001401555,0.006256537,8.88E-06,0.006135258,0.006078009,-0.002587168,0.006252504,-0.001433673,-1.55E-05,8.48E-04,-0.001171101,0.004904749,0.001058163,0.004916521,0.001235655,2.84E-04,0.004701979,-0.001587652
960,-0.002357822,-0.001661265,-9.71E-04,4.02E-04,0.00206741,3.27E-05,0.002118388,0.002014853,-8.24E-04,0.002066248,-4.12E-04,2.16E-05,2.68E-04,-3.56E-04,0.00158267,2.90E-04,0.001589872,3.77E-04,1.31E-04,0.001509185,-5.35E-04
965,-8.51E-04,-6.12E-04,-3.71E-04,5.39E-05,7.62E-04,3.95E-05,8.57E-04,7.47E-04,-2.62E-04,7.62E-04,-5.52E-05,3.53E-05,1.14E-05,-7.84E-05,5.25E-04,1.53E-05,5.26E-04,8.63E-05,4.05E-05,4.76E-04,-2.06E-04
970,-3.69E-04,-2.95E-04,-1.74E-04,-6.94E-05,3.61E-04,4.01E-05,4.67E-04,3.57E-04,-8.66E-05,3.61E-04,7.13E-05,3.92E-05,-8.87E-05,1.78E-05,1.91E-04,-8.40E-05,1.88E-04,-1.40E-05,-4.91E-06,1.43E-04,-1.06E-04
975,-7.97E-05,-1.88E-04,-1.15E-04,-1.06E-04,2.26E-04,4.11E-05,3.33E-04,2.27E-04,-2.78E-05,2.27E-04,1.09E-04,4.08E-05,-1.17E-04,4.72E-05,8.16E-05,-1.13E-04,7.84E-05,-4.49E-05,-1.51E-05,3.64E-05,-7.32E-05
980,2.22E-05,-1.51E-04,-9.53E-05,-1.17E-04,1.81E-04,4.21E-05,2.86E-04,1.83E-04,-7.58E-06,1.82E-04,1.20E-04,4.16E-05,-1.25E-04,5.63E-05,4.48E-05,-1.21E-04,4.20E-05,-5.46E-05,-1.72E-05,1.55E-06,-6.25E-05
985,4.41E-05,-1.37E-04,-8.90E-05,-1.20E-04,1.65E-04,4.23E-05,2.68E-04,1.67E-04,-6.81E-07,1.65E-04,1.23E-04,4.15E-05,-1.26E-04,5.91E-05,3.20E-05,-1.22E-04,2.96E-05,-5.76E-05,-1.64E-05,-9.91E-06,-5.91E-05
990,4.13E-05,-1.29E-04,-8.65E-05,-1.20E-04,1.56E-04,4.20E-05,2.58E-04,1.59E-04,2.03E-06,1.57E-04,1.22E-04,4.09E-05,-1.24E-04,6.00E-05,2.60E-05,-1.20E-04,2.41E-05,-5.86E-05,-1.49E-05,-1.47E-05,-5.76E-05
995,3.02E-05,-1.26E-04,-8.67E-05,-1.19E-04,1.52E-04,4.21E-05,2.51E-04,1.55E-04,3.27E-06,1.53E-04,1.22E-04,4.08E-05,-1.23E-04,6.01E-05,2.40E-05,-1.19E-04,2.24E-05,-5.87E-05,-1.38E-05,-1.59E-05,-5.73E-05
1000,1.81E-05,-1.22E-04,-8.69E-05,-1.18E-04,1.49E-04,4.19E-05,2.46E-04,1.52E-04,3.91E-06,1.50E-04,1.21E-04,4.04E-05,-1.21E-04,5.99E-05,2.25E-05,-1.18E-04,2.13E-05,-5.87E-05,-1.22E-05,-1.66E-05,-5.72E-05
1005,-9.998641098,-0.001420774,-5.29E-04,0.001283963,0.0013786,-5.64E-04,0.001734284,0.001193176,-9.27E-04,0.001384346,-0.001267611,-5.39E-04,0.001253894,-4.98E-04,0.001256931,0.001235589,0.001271692,4.99E-04,0.00131472,0.001334082,-2.94E-04
1010,-10.11179539,0.108167612,-0.015004843,-0.111712102,0.092066592,0.0551837,0.163709898,0.103720279,0.027451361,0.092072755,0.11174969,0.055178541,-0.118784522,0.038390049,-0.036370629,-0.118669227,-0.036466376,-0.038372295,0.128901134,-0.051812112,-0.011004477
1015,-0.194586903,0.994333635,0.243496857,0.001031606,1.01891487,0.008613444,0.992007504,0.965039459,-0.324386396,1.018910575,-0.001030821,0.008549682,-0.004894452,-0.006554048,0.547388711,-0.004912663,0.547410649,0.006592946,0.035221282,0.455716321,-0.303413882
1020,-7.006689444,0.782093432,0.427512851,0.213090489,0.887172495,0.062761218,1.153969841,0.789731111,-0.410084388,0.887202925,-0.212916478,0.062874844,0.448731608,-0.207925725,0.711881343,0.127016159,0.718733226,0.183247128,0.007108235,0.690599379,-0.269355362
1025,-3.778600282,-0.266401686,0.209982914,-0.411787216,0.120868314,0.272007704,2.822191293,0.266059356,0.080103813,0.120842475,0.411697998,0.272031088,-0.190018669,0.019830701,0.370152406,-0.492112329,0.369552871,-0.031772788,0.662393913,0.25631533,-0.26805447
1030,-0.816542684,-0.290135486,0.306244192,-0.325484507,0.298335907,0.294350973,-0.444529241,0.374670651,-0.224835017,0.298261023,0.32485154,0.294119217,-0.205135971,0.012020088,0.309056404,-0.43742339,0.308750916,-0.013336719,0.569260356,0.203644257,-0.232520232
1035,0.013144765,-0.062101348,0.089641926,0.084473024,0.091550198,0.058514645,0.955643625,0.074791371,-0.084711317,0.09155981,-0.084397819,0.058564185,-0.003024184,-0.099661859,0.242560393,0.019602676,0.242325813,0.100365752,-0.011106914,0.232687025,-0.119994423
1040,0.008747389,-0.04168614,0.30329,0.019168396,0.304065902,0.040593361,0.864757183,0.038388296,-0.305708743,0.304087248,-0.018955098,0.040730609,-0.199090401,-0.040451599,0.297766945,-0.01651801,0.297375674,0.041893537,-0.122822875,0.213544381,-0.210157415
1045,0.073537358,-0.091287385,0.008216855,0.075058016,0.008480889,0.09082359,-0.405866235,0.089835886,-0.011149905,0.008373228,-0.075264749,0.090578069,0.098277822,-0.118586889,0.260903642,-0.016687,0.262167943,0.11626275,0.046612258,0.253293067,-0.135048009
1050,0.050042522,-0.044000183,0.16098665,0.05026471,0.161072719,0.04385012,0.104642215,0.041907724,-0.161519525,0.161072192,-0.050201836,0.043892251,0.009581163,-0.066659517,0.153265155,-5.41E-04,0.153270786,0.06659004,0.004533118,0.146639425,-0.079908293
1055,0.03054473,-0.026513233,0.104107174,0.030576928,0.104135961,0.026463235,0.067745712,0.024505878,-0.104598559,0.1041347,-0.030556482,0.026481448,0.001485263,-0.040379826,0.09364903,2.14E-05,0.093628134,0.040403046,6.77E-04,0.089404425,-0.048966321
1060,0.015589588,-0.013573984,0.054064669,0.015594236,0.054074281,0.013557559,0.036449924,0.012292424,-0.054374092,0.054073198,-0.015588132,0.013564693,2.34E-04,-0.020640382,0.047992795,2.38E-05,0.047983165,0.02065273,9.16E-05,0.045790212,-0.025118588
1065,0.003185769,-0.002770919,0.01077687,0.003186437,0.010780079,0.002765554,0.007216075,0.002471271,-0.010851807,0.010779657,-0.003184931,0.002767183,3.81E-05,-0.004212621,0.009830741,8.08E-06,0.009827389,0.0042166,8.14E-06,0.009364887,-0.005155789
